gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.41,2672.74,No
Male,0,No,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,45.67,2160.81,No
Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.15,4868.19,No
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.55,4397.14,No
Female,1,No,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),52.01,1939.92,No
Male,0,Yes,Yes,31,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.15,1905.92,Yes
Male,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.72,1160.18,No
Male,1,No,No,38,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,60.91,2328.63,No
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,76.79,1087.76,Yes
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.7,1402.5,Yes
Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.05,1441.93,No
Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.0,1013.27,No
Male,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.07,594.19,Yes
Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.27,1678.68,No
Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),78.5,4281.12,No
Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.87,4701.25,No
Male,1,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,55.32,212.98,Yes
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.19,3409.94,Yes
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,85.97,3489.25,No
Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),93.82,2778.87,No
Male,1,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,96.69,970.38,No
Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),75.52,630.0,Yes
Male,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.76,2350.12,Yes
Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.08,3152.76,No
Male,0,Yes,No,39,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),50.16,1965.76,No
Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.15,3306.09,Yes
Male,0,Yes,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.9,1845.83,No
Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,1062.72,No
Male,0,No,No,59,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),68.86,4050.95,No
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.93,4202.04,No
Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,65.32,1670.21,No
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,85.12,3074.1,No
Female,0,No,No,43,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,64.3,2793.12,No
Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,97.36,4186.43,No
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.25,2769.24,Yes
Male,0,No,Yes,45,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.8,2492.64,No
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,98.64,4486.63,No
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.85,1220.82,No
Female,0,No,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,61.21,1144.87,No
Female,1,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,82.72,999.98,No
Female,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.16,1814.87,No
Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.78,1275.38,Yes
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,90.61,1094.33,No
Female,1,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.46,1748.82,No
Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.53,1182.82,Yes
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.68,1161.82,Yes
Female,0,No,Yes,57,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),62.01,3588.18,No
Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.55,1214.24,No
Male,0,Yes,Yes,28,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,50.17,1423.99,No
Female,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.67,3880.3,No
Male,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.31,504.89,No
Male,1,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.58,3774.15,No
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.41,266.66,Yes
Male,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.99,405.68,No
Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.72,2430.13,No
Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,85.47,4783.4,No
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,81.53,4969.24,No
Female,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,46.92,2574.56,No
Male,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.44,2835.48,Yes
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.61,1276.64,No
Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.7,2137.78,No
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,90.46,5138.98,No
Male,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,84.57,5597.48,No
Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.59,2634.56,Yes
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),97.67,4007.13,No
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,409.34,No
Male,0,Yes,Yes,27,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.82,1422.91,No
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.84,1805.87,Yes
Female,0,No,No,41,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,85.1,3503.47,No
Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,78.41,2397.2,No
Male,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),74.22,1999.39,No
Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),97.34,3535.44,Yes
Female,0,No,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.96,1676.26,No
Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.2,4447.08,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.93,646.98,No
Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.97,1069.57,No
Male,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.36,947.04,Yes
Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.92,774.39,Yes
Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.92,1461.07,No
Female,0,Yes,No,40,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),72.43,3004.26,No
Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,88.5,4712.7,No
Male,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.07,3418.88,Yes
Female,0,No,No,7,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.82,552.21,No
Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.92,284.46,Yes
Female,0,Yes,No,15,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.32,1017.59,Yes
Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,64.02,3011.96,No
Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.65,312.05,No
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.74,2294.53,Yes
Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,68.7,4839.04,No
Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.84,1613.12,No
Male,0,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.38,4872.29,No
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),85.36,4973.8,No
Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,97.3,1871.57,No
Male,1,No,No,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.78,4226.8,No
Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.79,1473.09,No
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.04,159.3,No
Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),75.08,1935.26,No
Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.18,1137.81,Yes
Male,0,Yes,Yes,58,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,80.67,4704.45,No
Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.45,1965.23,Yes
Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),77.57,3070.41,No
Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),80.62,5700.97,No
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.65,860.69,Yes
Female,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.89,6231.27,No
Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),58.05,1535.35,No
Male,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.48,1687.96,No
Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.85,305.13,No
Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.16,3042.01,Yes
Male,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.63,2685.93,No
Male,0,No,Yes,48,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,67.02,3179.07,No
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,88.41,666.68,Yes
Female,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.51,1090.5,No
Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.19,518.5,No
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.35,824.07,No
Female,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.37,2455.58,Yes
Female,0,No,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,342.2,No
Female,0,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.83,752.68,No
Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.39,968.59,Yes
Male,1,No,Yes,71,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,45.94,3194.24,No
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.56,49.55,Yes
Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.56,845.4,No
Male,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),64.95,962.08,Yes
Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.23,7046.82,No
Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.96,1020.58,No
Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,69.9,4077.3,No
Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.63,3335.21,Yes
Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.01,5855.28,No
Female,1,No,No,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.64,3894.63,Yes
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.83,38.76,Yes
Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.76,3255.81,Yes
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.06,2649.44,No
Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,716.16,No
Female,1,Yes,Yes,71,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,49.23,3509.85,No
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,90.48,768.88,Yes
Male,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.95,1809.24,No
Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.04,1932.66,Yes
Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.62,1720.72,No
Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.06,1468.34,No
Male,0,No,No,39,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.1,3708.6,No
Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,88.13,2274.22,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,78.01,108.04,No
Female,0,Yes,Yes,14,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),56.11,779.97,No
Female,0,No,No,65,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),80.43,5193.99,No
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.82,5915.7,No
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,81.83,5523.17,Yes
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.09,3620.32,No
Female,0,Yes,No,50,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,70.36,3444.95,No
Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.76,4786.83,No
Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.52,5253.09,No
Male,0,No,Yes,57,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),63.95,3569.68,No
Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,86.44,1489.09,Yes
Male,1,Yes,No,16,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,51.46,881.2,No
Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.34,43.4,Yes
Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,47.73,521.61,No
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),75.53,3389.56,No
